Destination,Type,Budget (INR),Duration (days),Rating,Climate,Popularity,Best Season,Latitude,Longitude,Best Food to Try,Best Mode of Transportation
Jaipur,Historical,10056,4,4.3,Arid,Low,October-March,26.9124,75.7873,Dal Baati Churma,"Train, Flight, Bus"
Shimla,Hill Station,14798,5,4.9,Cold,Low,March-June,31.1048,77.1734,Unknown,Unknown
Manali,Hill Station,15199,6,4.1,Cold,High,March-June,32.2396,77.1887,Unknown,Unknown
Andaman,Beach,24685,4,4.4,Tropical,Medium,November-May,11.7401,92.6586,Unknown,Unknown
Manali,Hill Station,17971,4,4.7,Cold,Medium,March-June,32.2396,77.1887,Unknown,Unknown
Ooty,Hill Station,16789,2,4.1,Cool,High,October-June,11.4064,76.6932,Unknown,Unknown
Kaziranga,Wildlife,18511,3,4.1,Humid,High,November-April,26.5775,93.1711,Unknown,Unknown
Shimla,Hill Station,18896,3,4.3,Cold,High,March-June,31.1048,77.1734,Unknown,Unknown
Hampi,Heritage,15320,3,4.1,Hot & Dry,High,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Jaipur,Historical,14031,4,4.3,Arid,Medium,October-March,26.9124,75.7873,Dal Baati Churma,"Train, Flight, Bus"
Darjeeling,Hill Station,15863,4,4.3,Cool,Medium,March-May,27.036,88.2627,Unknown,Unknown
Rishikesh,Adventure,10627,4,4.6,Moderate,Low,October-March,30.0869,78.2676,"Aloo Puri, Chaat","Train, Bus, Car"
Ooty,Hill Station,15068,2,4.5,Cool,Low,October-June,11.4064,76.6932,Unknown,Unknown
Mysore,Cultural,8855,3,4.7,Moderate,Low,October-February,12.2958,76.6394,Unknown,Unknown
Kaziranga,Wildlife,16113,4,4.5,Humid,High,November-April,26.5775,93.1711,Unknown,Unknown
Shimla,Hill Station,17328,4,4.6,Cold,Low,March-June,31.1048,77.1734,Unknown,Unknown
Andaman,Beach,27905,5,4.8,Tropical,Low,November-May,11.7401,92.6586,Unknown,Unknown
Udaipur,Historical,15783,3,4.4,Hot,High,September-March,24.5854,73.7125,Unknown,Unknown
Rishikesh,Adventure,13037,4,4.6,Moderate,Low,October-March,30.0869,78.2676,"Aloo Puri, Chaat","Train, Bus, Car"
Rishikesh,Adventure,11640,4,4.7,Moderate,High,October-March,30.0869,78.2676,"Aloo Puri, Chaat","Train, Bus, Car"
Shimla,Hill Station,15127,4,4.9,Cold,Medium,March-June,31.1048,77.1734,Unknown,Unknown
Ladakh,Adventure,30082,6,4.6,Cold,Low,May-September,34.1526,77.577,"Thukpa, Momos","Flight, Bike, Car"
Udaipur,Historical,14042,2,4.9,Hot,Low,September-March,24.5854,73.7125,Unknown,Unknown
Munnar,Hill Station,18933,4,4.1,Cool,Medium,October-May,10.0889,77.0595,Unknown,Unknown
Udaipur,Historical,12295,4,4.7,Hot,Medium,September-March,24.5854,73.7125,Unknown,Unknown
Goa,Beach,19192,4,4.4,Tropical,Medium,November-February,15.2993,74.124,Unknown,Unknown
Kaziranga,Wildlife,17764,4,4.3,Humid,Low,November-April,26.5775,93.1711,Unknown,Unknown
Darjeeling,Hill Station,17613,4,4.8,Cool,Medium,March-May,27.036,88.2627,Unknown,Unknown
Darjeeling,Hill Station,19062,5,4.0,Cool,High,March-May,27.036,88.2627,Unknown,Unknown
Kaziranga,Wildlife,17173,3,4.7,Humid,Medium,November-April,26.5775,93.1711,Unknown,Unknown
Munnar,Hill Station,16549,3,4.4,Cool,Low,October-May,10.0889,77.0595,Unknown,Unknown
Manali,Hill Station,13019,4,4.8,Cold,High,March-June,32.2396,77.1887,Unknown,Unknown
Ranthambore,Wildlife,18421,4,4.0,Hot,Low,October-April,26.0173,76.5026,Laal Maas,"Train, Car"
Munnar,Hill Station,17299,2,4.5,Cool,Low,October-May,10.0889,77.0595,Unknown,Unknown
Andaman,Beach,27747,6,4.2,Tropical,Low,November-May,11.7401,92.6586,Unknown,Unknown
Andaman,Beach,27280,4,4.1,Tropical,Medium,November-May,11.7401,92.6586,Unknown,Unknown
Ooty,Hill Station,16874,4,4.2,Cool,High,October-June,11.4064,76.6932,Unknown,Unknown
Ooty,Hill Station,16453,2,4.5,Cool,High,October-June,11.4064,76.6932,Unknown,Unknown
Munnar,Hill Station,18324,4,4.5,Cool,High,October-May,10.0889,77.0595,Unknown,Unknown
Kaziranga,Wildlife,19055,3,4.9,Humid,Medium,November-April,26.5775,93.1711,Unknown,Unknown
Kaziranga,Wildlife,18688,3,4.1,Humid,Medium,November-April,26.5775,93.1711,Unknown,Unknown
Udaipur,Historical,15902,2,4.5,Hot,Low,September-March,24.5854,73.7125,Unknown,Unknown
Udaipur,Historical,16455,3,4.4,Hot,High,September-March,24.5854,73.7125,Unknown,Unknown
Rishikesh,Adventure,10885,5,4.7,Moderate,High,October-March,30.0869,78.2676,"Aloo Puri, Chaat","Train, Bus, Car"
Ladakh,Adventure,28093,6,4.7,Cold,Low,May-September,34.1526,77.577,"Thukpa, Momos","Flight, Bike, Car"
Darjeeling,Hill Station,16843,3,4.2,Cool,Low,March-May,27.036,88.2627,Unknown,Unknown
Ooty,Hill Station,13635,4,4.4,Cool,Low,October-June,11.4064,76.6932,Unknown,Unknown
Manali,Hill Station,15694,4,4.4,Cold,High,March-June,32.2396,77.1887,Unknown,Unknown
Manali,Hill Station,16428,5,4.3,Cold,High,March-June,32.2396,77.1887,Unknown,Unknown
Kaziranga,Wildlife,16774,4,4.2,Humid,Low,November-April,26.5775,93.1711,Unknown,Unknown
Ranthambore,Wildlife,20457,4,4.7,Hot,Medium,October-April,26.0173,76.5026,Laal Maas,"Train, Car"
Darjeeling,Hill Station,19629,4,4.6,Cool,High,March-May,27.036,88.2627,Unknown,Unknown
Jaipur,Historical,13676,4,4.2,Arid,Low,October-March,26.9124,75.7873,Dal Baati Churma,"Train, Flight, Bus"
Shimla,Hill Station,14767,3,4.5,Cold,Low,March-June,31.1048,77.1734,Unknown,Unknown
Mysore,Cultural,12596,2,4.5,Moderate,High,October-February,12.2958,76.6394,Unknown,Unknown
Munnar,Hill Station,14191,4,4.4,Cool,Medium,October-May,10.0889,77.0595,Unknown,Unknown
Goa,Beach,21793,3,4.3,Tropical,High,November-February,15.2993,74.124,Unknown,Unknown
Hampi,Heritage,14113,3,4.3,Hot & Dry,Medium,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Ooty,Hill Station,14297,3,4.1,Cool,Low,October-June,11.4064,76.6932,Unknown,Unknown
Hampi,Heritage,11551,4,4.1,Hot & Dry,Medium,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Munnar,Hill Station,14836,3,4.9,Cool,Low,October-May,10.0889,77.0595,Unknown,Unknown
Hampi,Heritage,12083,3,4.5,Hot & Dry,Medium,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Ooty,Hill Station,16983,4,4.3,Cool,High,October-June,11.4064,76.6932,Unknown,Unknown
Hampi,Heritage,12850,2,4.8,Hot & Dry,High,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Udaipur,Historical,14614,3,4.2,Hot,Medium,September-March,24.5854,73.7125,Unknown,Unknown
Udaipur,Historical,12204,2,4.1,Hot,High,September-March,24.5854,73.7125,Unknown,Unknown
Udaipur,Historical,13022,2,4.6,Hot,Medium,September-March,24.5854,73.7125,Unknown,Unknown
Shimla,Hill Station,14976,3,4.7,Cold,High,March-June,31.1048,77.1734,Unknown,Unknown
Darjeeling,Hill Station,15796,3,4.2,Cool,High,March-May,27.036,88.2627,Unknown,Unknown
Mysore,Cultural,8668,2,4.3,Moderate,Medium,October-February,12.2958,76.6394,Unknown,Unknown
Mysore,Cultural,8013,2,4.7,Moderate,Medium,October-February,12.2958,76.6394,Unknown,Unknown
Manali,Hill Station,13485,5,4.2,Cold,Low,March-June,32.2396,77.1887,Unknown,Unknown
Hampi,Heritage,13901,4,4.3,Hot & Dry,High,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Goa,Beach,19066,3,4.5,Tropical,Medium,November-February,15.2993,74.124,Unknown,Unknown
Manali,Hill Station,14956,4,4.7,Cold,Medium,March-June,32.2396,77.1887,Unknown,Unknown
Darjeeling,Hill Station,15185,5,4.8,Cool,High,March-May,27.036,88.2627,Unknown,Unknown
Munnar,Hill Station,18176,4,4.4,Cool,Low,October-May,10.0889,77.0595,Unknown,Unknown
Rishikesh,Adventure,10463,3,4.2,Moderate,High,October-March,30.0869,78.2676,"Aloo Puri, Chaat","Train, Bus, Car"
Udaipur,Historical,16629,2,4.8,Hot,High,September-March,24.5854,73.7125,Unknown,Unknown
Ooty,Hill Station,16542,2,4.5,Cool,Medium,October-June,11.4064,76.6932,Unknown,Unknown
Ladakh,Adventure,32146,6,4.0,Cold,High,May-September,34.1526,77.577,"Thukpa, Momos","Flight, Bike, Car"
Udaipur,Historical,13493,4,4.5,Hot,Medium,September-March,24.5854,73.7125,Unknown,Unknown
Mysore,Cultural,9226,2,4.0,Moderate,High,October-February,12.2958,76.6394,Unknown,Unknown
Mysore,Cultural,11701,2,4.4,Moderate,Low,October-February,12.2958,76.6394,Unknown,Unknown
Munnar,Hill Station,16447,3,4.4,Cool,High,October-May,10.0889,77.0595,Unknown,Unknown
Hampi,Heritage,15977,4,4.8,Hot & Dry,High,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Shimla,Hill Station,16232,3,4.6,Cold,Medium,March-June,31.1048,77.1734,Unknown,Unknown
Kaziranga,Wildlife,17540,5,4.3,Humid,High,November-April,26.5775,93.1711,Unknown,Unknown
Goa,Beach,18202,5,4.7,Tropical,Low,November-February,15.2993,74.124,Unknown,Unknown
Mysore,Cultural,12562,2,4.6,Moderate,High,October-February,12.2958,76.6394,Unknown,Unknown
Hampi,Heritage,11027,4,4.5,Hot & Dry,Low,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Udaipur,Historical,15185,2,4.1,Hot,High,September-March,24.5854,73.7125,Unknown,Unknown
Manali,Hill Station,15668,4,4.3,Cold,Low,March-June,32.2396,77.1887,Unknown,Unknown
Munnar,Hill Station,16386,2,4.9,Cool,Medium,October-May,10.0889,77.0595,Unknown,Unknown
Mysore,Cultural,9449,3,4.5,Moderate,Low,October-February,12.2958,76.6394,Unknown,Unknown
Mysore,Cultural,10999,2,4.3,Moderate,Medium,October-February,12.2958,76.6394,Unknown,Unknown
Rishikesh,Adventure,12051,3,4.2,Moderate,Medium,October-March,30.0869,78.2676,"Aloo Puri, Chaat","Train, Bus, Car"
Shimla,Hill Station,15310,3,4.1,Cold,Medium,March-June,31.1048,77.1734,Unknown,Unknown
Manali,Hill Station,13941,6,4.2,Cold,Medium,March-June,32.2396,77.1887,Unknown,Unknown
Shimla,Hill Station,15641,3,4.6,Cold,High,March-June,31.1048,77.1734,Unknown,Unknown
Kaziranga,Wildlife,19016,5,4.4,Humid,Medium,November-April,26.5775,93.1711,Unknown,Unknown
Manali,Hill Station,16288,4,4.6,Cold,High,March-June,32.2396,77.1887,Unknown,Unknown
Udaipur,Historical,15754,2,4.3,Hot,Low,September-March,24.5854,73.7125,Unknown,Unknown
Ladakh,Adventure,31376,6,4.5,Cold,Low,May-September,34.1526,77.577,"Thukpa, Momos","Flight, Bike, Car"
Darjeeling,Hill Station,19890,5,4.1,Cool,High,March-May,27.036,88.2627,Unknown,Unknown
Mysore,Cultural,9863,3,4.3,Moderate,Low,October-February,12.2958,76.6394,Unknown,Unknown
Manali,Hill Station,13665,6,4.5,Cold,Medium,March-June,32.2396,77.1887,Unknown,Unknown
Hampi,Heritage,14905,3,4.9,Hot & Dry,High,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Kaziranga,Wildlife,18534,4,4.8,Humid,Medium,November-April,26.5775,93.1711,Unknown,Unknown
Darjeeling,Hill Station,16312,3,4.8,Cool,Low,March-May,27.036,88.2627,Unknown,Unknown
Munnar,Hill Station,15070,3,4.5,Cool,High,October-May,10.0889,77.0595,Unknown,Unknown
Shimla,Hill Station,14622,3,4.4,Cold,High,March-June,31.1048,77.1734,Unknown,Unknown
Manali,Hill Station,14810,4,4.4,Cold,High,March-June,32.2396,77.1887,Unknown,Unknown
Darjeeling,Hill Station,19204,5,4.8,Cool,Medium,March-May,27.036,88.2627,Unknown,Unknown
Hampi,Heritage,16000,3,4.9,Hot & Dry,High,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Udaipur,Historical,13500,4,4.4,Hot,Low,September-March,24.5854,73.7125,Unknown,Unknown
Mysore,Cultural,10790,2,4.2,Moderate,High,October-February,12.2958,76.6394,Unknown,Unknown
Darjeeling,Hill Station,19986,5,4.5,Cool,High,March-May,27.036,88.2627,Unknown,Unknown
Andaman,Beach,24738,6,4.8,Tropical,High,November-May,11.7401,92.6586,Unknown,Unknown
Hampi,Heritage,13688,2,4.2,Hot & Dry,Low,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Darjeeling,Hill Station,17378,5,4.3,Cool,Low,March-May,27.036,88.2627,Unknown,Unknown
Ooty,Hill Station,15625,4,4.3,Cool,Medium,October-June,11.4064,76.6932,Unknown,Unknown
Manali,Hill Station,16700,6,4.2,Cold,Low,March-June,32.2396,77.1887,Unknown,Unknown
Rishikesh,Adventure,10206,5,4.2,Moderate,High,October-March,30.0869,78.2676,"Aloo Puri, Chaat","Train, Bus, Car"
Shimla,Hill Station,17962,4,4.4,Cold,Low,March-June,31.1048,77.1734,Unknown,Unknown
Munnar,Hill Station,16330,4,4.4,Cool,Low,October-May,10.0889,77.0595,Unknown,Unknown
Jaipur,Historical,11449,3,4.7,Arid,Low,October-March,26.9124,75.7873,Dal Baati Churma,"Train, Flight, Bus"
Kaziranga,Wildlife,17495,5,4.1,Humid,Low,November-April,26.5775,93.1711,Unknown,Unknown
Ranthambore,Wildlife,20280,4,4.5,Hot,High,October-April,26.0173,76.5026,Laal Maas,"Train, Car"
Manali,Hill Station,14479,5,4.5,Cold,High,March-June,32.2396,77.1887,Unknown,Unknown
Kaziranga,Wildlife,17625,5,4.6,Humid,Medium,November-April,26.5775,93.1711,Unknown,Unknown
Kaziranga,Wildlife,19121,4,4.1,Humid,Low,November-April,26.5775,93.1711,Unknown,Unknown
Hampi,Heritage,15244,2,4.6,Hot & Dry,High,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Jaipur,Historical,12981,4,4.3,Arid,High,October-March,26.9124,75.7873,Dal Baati Churma,"Train, Flight, Bus"
Kaziranga,Wildlife,17576,4,4.7,Humid,High,November-April,26.5775,93.1711,Unknown,Unknown
Darjeeling,Hill Station,15490,4,4.2,Cool,Low,March-May,27.036,88.2627,Unknown,Unknown
Ranthambore,Wildlife,22939,3,4.6,Hot,Medium,October-April,26.0173,76.5026,Laal Maas,"Train, Car"
Udaipur,Historical,12116,2,4.8,Hot,Low,September-March,24.5854,73.7125,Unknown,Unknown
Ladakh,Adventure,30668,6,4.7,Cold,Medium,May-September,34.1526,77.577,"Thukpa, Momos","Flight, Bike, Car"
Ladakh,Adventure,31924,5,4.5,Cold,High,May-September,34.1526,77.577,"Thukpa, Momos","Flight, Bike, Car"
Mysore,Cultural,11654,3,4.4,Moderate,Low,October-February,12.2958,76.6394,Unknown,Unknown
Mysore,Cultural,10176,2,4.5,Moderate,Low,October-February,12.2958,76.6394,Unknown,Unknown
Jaipur,Historical,10115,4,4.6,Arid,High,October-March,26.9124,75.7873,Dal Baati Churma,"Train, Flight, Bus"
Munnar,Hill Station,16609,3,4.4,Cool,Medium,October-May,10.0889,77.0595,Unknown,Unknown
Munnar,Hill Station,16249,2,4.7,Cool,High,October-May,10.0889,77.0595,Unknown,Unknown
Kaziranga,Wildlife,16839,5,4.8,Humid,High,November-April,26.5775,93.1711,Unknown,Unknown
Ranthambore,Wildlife,19438,4,4.8,Hot,Medium,October-April,26.0173,76.5026,Laal Maas,"Train, Car"
Jaipur,Historical,10679,3,4.4,Arid,Medium,October-March,26.9124,75.7873,Dal Baati Churma,"Train, Flight, Bus"
Udaipur,Historical,14228,2,4.3,Hot,High,September-March,24.5854,73.7125,Unknown,Unknown
Jaipur,Historical,11698,4,4.4,Arid,Low,October-March,26.9124,75.7873,Dal Baati Churma,"Train, Flight, Bus"
Rishikesh,Adventure,12851,5,4.6,Moderate,High,October-March,30.0869,78.2676,"Aloo Puri, Chaat","Train, Bus, Car"
Hampi,Heritage,12854,4,4.4,Hot & Dry,Medium,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Mysore,Cultural,12904,2,4.2,Moderate,High,October-February,12.2958,76.6394,Unknown,Unknown
Munnar,Hill Station,17454,2,4.5,Cool,Low,October-May,10.0889,77.0595,Unknown,Unknown
Ranthambore,Wildlife,22814,4,4.1,Hot,Medium,October-April,26.0173,76.5026,Laal Maas,"Train, Car"
Shimla,Hill Station,16478,4,4.1,Cold,Medium,March-June,31.1048,77.1734,Unknown,Unknown
Shimla,Hill Station,17527,5,4.2,Cold,Medium,March-June,31.1048,77.1734,Unknown,Unknown
Manali,Hill Station,16498,5,4.4,Cold,High,March-June,32.2396,77.1887,Unknown,Unknown
Rishikesh,Adventure,11241,3,4.6,Moderate,High,October-March,30.0869,78.2676,"Aloo Puri, Chaat","Train, Bus, Car"
Munnar,Hill Station,14027,3,4.3,Cool,High,October-May,10.0889,77.0595,Unknown,Unknown
Munnar,Hill Station,16546,2,4.3,Cool,High,October-May,10.0889,77.0595,Unknown,Unknown
Ooty,Hill Station,14302,3,4.8,Cool,High,October-June,11.4064,76.6932,Unknown,Unknown
Udaipur,Historical,12970,4,4.2,Hot,Medium,September-March,24.5854,73.7125,Unknown,Unknown
Darjeeling,Hill Station,19437,4,4.0,Cool,High,March-May,27.036,88.2627,Unknown,Unknown
Goa,Beach,20993,3,4.6,Tropical,Low,November-February,15.2993,74.124,Unknown,Unknown
Hampi,Heritage,13229,4,4.8,Hot & Dry,High,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Darjeeling,Hill Station,19171,3,4.5,Cool,Low,March-May,27.036,88.2627,Unknown,Unknown
Kaziranga,Wildlife,20539,4,4.6,Humid,Low,November-April,26.5775,93.1711,Unknown,Unknown
Rishikesh,Adventure,11160,3,4.2,Moderate,Low,October-March,30.0869,78.2676,"Aloo Puri, Chaat","Train, Bus, Car"
Ladakh,Adventure,28600,7,4.5,Cold,Medium,May-September,34.1526,77.577,"Thukpa, Momos","Flight, Bike, Car"
Rishikesh,Adventure,11874,3,4.4,Moderate,High,October-March,30.0869,78.2676,"Aloo Puri, Chaat","Train, Bus, Car"
Ooty,Hill Station,16144,4,4.3,Cool,High,October-June,11.4064,76.6932,Unknown,Unknown
Ladakh,Adventure,32496,6,4.5,Cold,Low,May-September,34.1526,77.577,"Thukpa, Momos","Flight, Bike, Car"
Ladakh,Adventure,28711,7,4.8,Cold,High,May-September,34.1526,77.577,"Thukpa, Momos","Flight, Bike, Car"
Kaziranga,Wildlife,19885,3,4.7,Humid,Low,November-April,26.5775,93.1711,Unknown,Unknown
Hampi,Heritage,15313,4,4.7,Hot & Dry,High,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Jaipur,Historical,10693,3,4.6,Arid,High,October-March,26.9124,75.7873,Dal Baati Churma,"Train, Flight, Bus"
Ladakh,Adventure,29366,6,4.7,Cold,Medium,May-September,34.1526,77.577,"Thukpa, Momos","Flight, Bike, Car"
Ranthambore,Wildlife,19652,4,4.4,Hot,Low,October-April,26.0173,76.5026,Laal Maas,"Train, Car"
Andaman,Beach,24819,5,4.6,Tropical,Low,November-May,11.7401,92.6586,Unknown,Unknown
Goa,Beach,22874,4,4.6,Tropical,Medium,November-February,15.2993,74.124,Unknown,Unknown
Mysore,Cultural,12698,2,4.2,Moderate,Medium,October-February,12.2958,76.6394,Unknown,Unknown
Darjeeling,Hill Station,19189,5,4.5,Cool,High,March-May,27.036,88.2627,Unknown,Unknown
Goa,Beach,18812,3,4.5,Tropical,Low,November-February,15.2993,74.124,Unknown,Unknown
Munnar,Hill Station,18426,4,4.6,Cool,High,October-May,10.0889,77.0595,Unknown,Unknown
Manali,Hill Station,13540,5,4.9,Cold,High,March-June,32.2396,77.1887,Unknown,Unknown
Andaman,Beach,26618,6,4.7,Tropical,Medium,November-May,11.7401,92.6586,Unknown,Unknown
Darjeeling,Hill Station,18464,3,4.9,Cool,High,March-May,27.036,88.2627,Unknown,Unknown
Shimla,Hill Station,18506,3,4.3,Cold,High,March-June,31.1048,77.1734,Unknown,Unknown
Goa,Beach,18829,5,4.7,Tropical,Low,November-February,15.2993,74.124,Unknown,Unknown
Shimla,Hill Station,18479,3,4.5,Cold,Medium,March-June,31.1048,77.1734,Unknown,Unknown
Ooty,Hill Station,15897,2,4.8,Cool,High,October-June,11.4064,76.6932,Unknown,Unknown
Manali,Hill Station,17958,6,4.1,Cold,Low,March-June,32.2396,77.1887,Unknown,Unknown
Munnar,Hill Station,15631,2,4.4,Cool,Medium,October-May,10.0889,77.0595,Unknown,Unknown
Manali,Hill Station,16383,4,4.5,Cold,Low,March-June,32.2396,77.1887,Unknown,Unknown
Udaipur,Historical,16439,4,4.8,Hot,High,September-March,24.5854,73.7125,Unknown,Unknown
Udaipur,Historical,13314,2,4.2,Hot,Low,September-March,24.5854,73.7125,Unknown,Unknown
Hampi,Heritage,12262,4,4.6,Hot & Dry,High,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Andaman,Beach,26772,4,4.5,Tropical,High,November-May,11.7401,92.6586,Unknown,Unknown
Rishikesh,Adventure,14215,4,4.8,Moderate,Low,October-March,30.0869,78.2676,"Aloo Puri, Chaat","Train, Bus, Car"
Munnar,Hill Station,14254,2,4.5,Cool,Low,October-May,10.0889,77.0595,Unknown,Unknown
Hampi,Heritage,12813,2,4.6,Hot & Dry,Medium,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Udaipur,Historical,13259,4,4.0,Hot,Low,September-March,24.5854,73.7125,Unknown,Unknown
Mysore,Cultural,10824,2,4.5,Moderate,Low,October-February,12.2958,76.6394,Unknown,Unknown
Andaman,Beach,27256,5,4.7,Tropical,Low,November-May,11.7401,92.6586,Unknown,Unknown
Jaipur,Historical,13187,3,4.6,Arid,Low,October-March,26.9124,75.7873,Dal Baati Churma,"Train, Flight, Bus"
Manali,Hill Station,14351,5,4.6,Cold,Low,March-June,32.2396,77.1887,Unknown,Unknown
Jaipur,Historical,14120,4,4.2,Arid,Medium,October-March,26.9124,75.7873,Dal Baati Churma,"Train, Flight, Bus"
Kaziranga,Wildlife,16721,3,4.8,Humid,Medium,November-April,26.5775,93.1711,Unknown,Unknown
Ranthambore,Wildlife,22654,2,4.8,Hot,Medium,October-April,26.0173,76.5026,Laal Maas,"Train, Car"
Darjeeling,Hill Station,15439,3,4.1,Cool,Low,March-May,27.036,88.2627,Unknown,Unknown
Ooty,Hill Station,13419,3,4.7,Cool,Medium,October-June,11.4064,76.6932,Unknown,Unknown
Ranthambore,Wildlife,19392,2,4.7,Hot,High,October-April,26.0173,76.5026,Laal Maas,"Train, Car"
Udaipur,Historical,12406,4,4.6,Hot,High,September-March,24.5854,73.7125,Unknown,Unknown
Shimla,Hill Station,15293,3,4.7,Cold,Medium,March-June,31.1048,77.1734,Unknown,Unknown
Munnar,Hill Station,17691,4,4.8,Cool,High,October-May,10.0889,77.0595,Unknown,Unknown
Jaipur,Historical,13388,4,4.7,Arid,High,October-March,26.9124,75.7873,Dal Baati Churma,"Train, Flight, Bus"
Ladakh,Adventure,31453,6,4.3,Cold,High,May-September,34.1526,77.577,"Thukpa, Momos","Flight, Bike, Car"
Shimla,Hill Station,16580,3,4.4,Cold,Medium,March-June,31.1048,77.1734,Unknown,Unknown
Hampi,Heritage,11328,4,4.9,Hot & Dry,Medium,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Ladakh,Adventure,30202,6,4.5,Cold,Low,May-September,34.1526,77.577,"Thukpa, Momos","Flight, Bike, Car"
Darjeeling,Hill Station,17733,5,4.6,Cool,High,March-May,27.036,88.2627,Unknown,Unknown
Ladakh,Adventure,28520,6,4.8,Cold,High,May-September,34.1526,77.577,"Thukpa, Momos","Flight, Bike, Car"
Udaipur,Historical,16284,3,4.4,Hot,Low,September-March,24.5854,73.7125,Unknown,Unknown
Hampi,Heritage,15131,4,4.1,Hot & Dry,Medium,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Darjeeling,Hill Station,19865,3,4.6,Cool,High,March-May,27.036,88.2627,Unknown,Unknown
Goa,Beach,22326,3,4.2,Tropical,Medium,November-February,15.2993,74.124,Unknown,Unknown
Mysore,Cultural,9869,2,4.9,Moderate,Medium,October-February,12.2958,76.6394,Unknown,Unknown
Hampi,Heritage,14881,2,4.1,Hot & Dry,Medium,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Mysore,Cultural,8844,2,4.2,Moderate,Medium,October-February,12.2958,76.6394,Unknown,Unknown
Ooty,Hill Station,14806,3,4.2,Cool,Low,October-June,11.4064,76.6932,Unknown,Unknown
Ladakh,Adventure,31459,6,4.9,Cold,Low,May-September,34.1526,77.577,"Thukpa, Momos","Flight, Bike, Car"
Hampi,Heritage,11567,2,4.7,Hot & Dry,High,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Andaman,Beach,27727,5,4.6,Tropical,Low,November-May,11.7401,92.6586,Unknown,Unknown
Hampi,Heritage,14038,4,4.8,Hot & Dry,High,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Andaman,Beach,24647,4,4.7,Tropical,Medium,November-May,11.7401,92.6586,Unknown,Unknown
Ooty,Hill Station,12039,3,4.2,Cool,Medium,October-June,11.4064,76.6932,Unknown,Unknown
Jaipur,Historical,13018,2,4.0,Arid,Low,October-March,26.9124,75.7873,Dal Baati Churma,"Train, Flight, Bus"
Goa,Beach,20116,3,4.7,Tropical,Medium,November-February,15.2993,74.124,Unknown,Unknown
Munnar,Hill Station,17483,4,4.5,Cool,Low,October-May,10.0889,77.0595,Unknown,Unknown
Kaziranga,Wildlife,18338,3,4.1,Humid,Medium,November-April,26.5775,93.1711,Unknown,Unknown
Darjeeling,Hill Station,18159,4,4.1,Cool,Low,March-May,27.036,88.2627,Unknown,Unknown
Rishikesh,Adventure,13670,5,4.1,Moderate,High,October-March,30.0869,78.2676,"Aloo Puri, Chaat","Train, Bus, Car"
Shimla,Hill Station,16813,3,4.9,Cold,Medium,March-June,31.1048,77.1734,Unknown,Unknown
Hampi,Heritage,15895,4,4.7,Hot & Dry,High,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Rishikesh,Adventure,13126,4,4.3,Moderate,Low,October-March,30.0869,78.2676,"Aloo Puri, Chaat","Train, Bus, Car"
Andaman,Beach,26172,6,4.5,Tropical,Medium,November-May,11.7401,92.6586,Unknown,Unknown
Andaman,Beach,27651,4,4.3,Tropical,Medium,November-May,11.7401,92.6586,Unknown,Unknown
Mysore,Cultural,9288,2,4.1,Moderate,Medium,October-February,12.2958,76.6394,Unknown,Unknown
Jaipur,Historical,13439,4,4.7,Arid,High,October-March,26.9124,75.7873,Dal Baati Churma,"Train, Flight, Bus"
Udaipur,Historical,12976,2,4.7,Hot,High,September-March,24.5854,73.7125,Unknown,Unknown
Manali,Hill Station,16484,5,4.5,Cold,Low,March-June,32.2396,77.1887,Unknown,Unknown
Ranthambore,Wildlife,21669,2,4.7,Hot,Medium,October-April,26.0173,76.5026,Laal Maas,"Train, Car"
Munnar,Hill Station,16536,3,4.8,Cool,Medium,October-May,10.0889,77.0595,Unknown,Unknown
Shimla,Hill Station,16868,4,4.2,Cold,Medium,March-June,31.1048,77.1734,Unknown,Unknown
